Hips_px,Hips_py,Hips_pz,Hips_rw,Hips_rx,Hips_ry,Hips_rz,Spine_rw,Spine_rx,Spine_ry,Spine_rz,Chest_rw,Chest_rx,Chest_ry,Chest_rz,UpperChest_rw,UpperChest_rx,UpperChest_ry,UpperChest_rz,Neck_rw,Neck_rx,Neck_ry,Neck_rz,Head_rw,Head_rx,Head_ry,Head_rz,LeftShoulder_rw,LeftShoulder_rx,LeftShoulder_ry,LeftShoulder_rz,LeftUpperArm_rw,LeftUpperArm_rx,LeftUpperArm_ry,LeftUpperArm_rz,LeftLowerArm_rw,LeftLowerArm_rx,LeftLowerArm_ry,LeftLowerArm_rz,LeftHand_rw,LeftHand_rx,LeftHand_ry,LeftHand_rz,RightShoulder_rw,RightShoulder_rx,RightShoulder_ry,RightShoulder_rz,RightUpperArm_rw,RightUpperArm_rx,RightUpperArm_ry,RightUpperArm_rz,RightLowerArm_rw,RightLowerArm_rx,RightLowerArm_ry,RightLowerArm_rz,RightHand_rw,RightHand_rx,RightHand_ry,RightHand_rz,LeftUpperLeg_rw,LeftUpperLeg_rx,LeftUpperLeg_ry,LeftUpperLeg_rz,LeftLowerLeg_rw,LeftLowerLeg_rx,LeftLowerLeg_ry,LeftLowerLeg_rz,LeftFoot_rw,LeftFoot_rx,LeftFoot_ry,LeftFoot_rz,LeftToes_rw,LeftToes_rx,LeftToes_ry,LeftToes_rz,RightUpperLeg_rw,RightUpperLeg_rx,RightUpperLeg_ry,RightUpperLeg_rz,RightLowerLeg_rw,RightLowerLeg_rx,RightLowerLeg_ry,RightLowerLeg_rz,RightFoot_rw,RightFoot_rx,RightFoot_ry,RightFoot_rz,RightToes_rw,RightToes_rx,RightToes_ry,RightToes_rz
-0.30868,1.03946,-0.65769,0.9840556601257235,0.03618985892698674,-0.16640930894770237,0.05130978250703844,0.9999631418379568,0.0036717489270204707,-0.003283008818990547,0.0070324304812604,1.0,0.0,-0.0,-0.0,0.9998522043373701,0.007345276179273253,-0.0065712191902513265,0.014086712814060508,0.9939714812696688,-0.009017063051275597,0.0615017347087894,-0.09031568869426443,0.9942392867629241,-0.01135128812948087,0.06125674161871443,-0.08721812037192432,0.9846161603292215,0.003802065197055087,-0.1744430890795603,0.009282768507228457,0.795975422742495,0.05669667173405142,0.0034841560343394015,0.6026578419475813,0.9852097109418658,0.07835228845260744,0.1485927520927703,0.033807371763877776,0.8992485003164774,0.2887749643650105,0.14485734142538237,-0.29491948947081065,0.9969051512339325,0.01876588254642907,0.07562623346741768,0.010422759089386096,0.7427515325890928,-0.28382551078486745,-0.15716056852315222,-0.5857164808725657,0.8008025517677626,-0.0004072951085730553,-0.5743010178016994,-0.169980728745545,0.9175024652986593,-0.0951732951652082,-0.15191662454561172,0.3550388841309443,0.9929238703758436,-0.11863040692424782,0.004474334456484419,-0.0029990868633055193,0.9709099936957458,0.23917971549039016,1.0439444966424058e-06,-0.011262674574577552,0.9768656184067522,-0.15410032251321093,-0.1455953072718239,-0.028083103043307866,0.9999982974973993,0.00013347374779500956,-0.0018404311933830912,-2.8928297118987195e-07,0.9544833898015953,0.016975937619885594,0.2804659262427195,0.10006068334563299,0.9999996977402938,0.000776505773909723,3.5735766296715724e-06,-3.931073093076407e-05,0.9903935612419971,0.11629508252299238,0.030105838518466235,-0.06848128297911046,0.9986860369742236,-0.05124645874946917,-3.7326161017584925e-06,2.1038260015396467e-06
-0.3067,1.0404,-0.66078,0.9816411555984835,0.042350064443129096,-0.1797601920445526,0.04768004858472921,0.9999580105142247,0.005250397936210318,-0.0041799474909710735,0.006240077637153484,1.0,0.0,-0.0,-0.0,0.9998313091139615,0.010518199554089003,-0.008377311437301988,0.012511652436227504,0.9937454711082147,-0.01617053395112638,0.06571718812051151,-0.08882400390199187,0.9937059909875767,-0.01954457105018751,0.06726227174943866,-0.08741967751580167,0.9847057529361299,0.000819894434861534,-0.17369011724192795,0.013625383667640543,0.7968925358165817,0.051277856888702886,0.011781771823305233,0.6018256039796108,0.9824301714976712,0.08110753466529896,0.1625565406286257,0.04275391269144468,0.9050086731310016,0.28641174621609367,0.14790034981044187,-0.2775844010622009,0.9970951470848293,0.01816420236785567,0.07285375324244774,0.012792968799727585,0.7366704191404011,-0.2900446764597725,-0.15263955845359256,-0.5915166476236692,0.8061158913521652,0.005105911000540725,-0.5695794922964511,-0.16040667485387092,0.9153944879145319,-0.08894520676823067,-0.16056860538635725,0.35827280758233465,0.9921387031600425,-0.12435525762780367,0.013971259942013814,0.0011693963674261798,0.9721638728383085,0.23406755508892424,6.419015581490654e-06,-0.010477784188967136,0.978319645390781,-0.14840348721720933,-0.14157452462254475,-0.02870070386120252,0.9999982446055256,0.0005834093809903477,-0.001780566490817667,-1.5274937334615307e-06,0.9500814943081757,0.011978666178232514,0.294794651942222,0.10147797256547161,0.9999996986916061,0.0007752488599892654,-3.425615728461507e-06,-3.992702634196595e-05,0.9896063302410718,0.11776849881264033,0.035302040474343474,-0.07458993077194535,0.9984406915966858,-0.05582280323582993,1.67533916489511e-06,-1.3709719819502365e-07
-0.30528,1.04105,-0.66405,0.9793515414994782,0.048240086888040004,-0.19114029726034873,0.04482007299029567,0.9999488094446602,0.006798303973390491,-0.005211211540397664,0.005385613017419296,1.0,0.0,-0.0,-0.0,0.9997949129342365,0.013604724373289538,-0.010436355434711475,0.010776178858475816,0.9931424995546704,-0.02452564432373367,0.07065076210899159,-0.08986065970281908,0.993067066483359,-0.027853790231371536,0.07243985358468964,-0.0882860999733905,0.9849747146097358,-0.0025457190712618906,-0.17175799356646348,0.01781916215489611,0.7983327213333489,0.04696710970369721,0.024479531201518658,0.5998830796136229,0.9792997077374986,0.08525376989763975,0.17660046826984446,0.05016125746392179,0.9140021502905142,0.2816196343871683,0.1461368859574646,-0.25285264751354447,0.9972559782161031,0.017728324551993604,0.07074779217357076,0.012687408064211642,0.7313182200069932,-0.2890850683184538,-0.1556318041407374,-0.5978145413930789,0.8159935521464133,0.006490761718159432,-0.5600838965469115,-0.1428930428559253,0.9134909932497823,-0.082484812785991,-0.1686854748635626,0.36093721265788126,0.9912558419366381,-0.13011543785776683,0.02133458685299742,0.005163725533014732,0.9732174183842222,0.22964976059595255,7.56161800404909e-06,-0.010432830612716933,0.9796482362967874,-0.14339771838498844,-0.13751704737994577,-0.028556770869182232,0.9999984908780494,0.0001869509638306711,-0.0017272127573876557,-5.201106857061468e-06,0.9455182557100344,0.006793631463073161,0.30908565856883685,0.10205454599216132,0.9999996986967409,0.0007753448903184679,-2.621232428274679e-06,-3.794545607403054e-05,0.9895854404290647,0.1153944569779523,0.038501118259613706,-0.07695738614542774,0.9986833662019282,-0.05129847957430589,3.034607880257444e-06,-7.465984009106197e-06
-0.30528,1.04105,-0.66405,0.9793515414994782,0.048240086888040004,-0.19114029726034873,0.04482007299029567,0.9999488094446602,0.006798303973390491,-0.005211211540397664,0.005385613017419296,1.0,0.0,-0.0,-0.0,0.9997949129342365,0.013604724373289538,-0.010436355434711475,0.010776178858475816,0.9931424995546704,-0.02452564432373367,0.07065076210899159,-0.08986065970281908,0.993067066483359,-0.027853790231371536,0.07243985358468964,-0.0882860999733905,0.9849747146097358,-0.0025457190712618906,-0.17175799356646348,0.01781916215489611,0.7983327213333489,0.04696710970369721,0.024479531201518658,0.5998830796136229,0.9792997077374986,0.08525376989763975,0.17660046826984446,0.05016125746392179,0.9140021502905142,0.2816196343871683,0.1461368859574646,-0.25285264751354447,0.9972559782161031,0.017728324551993604,0.07074779217357076,0.012687408064211642,0.7313182200069932,-0.2890850683184538,-0.1556318041407374,-0.5978145413930789,0.8159935521464133,0.006490761718159432,-0.5600838965469115,-0.1428930428559253,0.9134909932497823,-0.082484812785991,-0.1686854748635626,0.36093721265788126,0.9912558419366381,-0.13011543785776683,0.02133458685299742,0.005163725533014732,0.9732174183842222,0.22964976059595255,7.56161800404909e-06,-0.010432830612716933,0.9796482362967874,-0.14339771838498844,-0.13751704737994577,-0.028556770869182232,0.9999984908780494,0.0001869509638306711,-0.0017272127573876557,-5.201106857061468e-06,0.9455182557100344,0.006793631463073161,0.30908565856883685,0.10205454599216132,0.9999996986967409,0.0007753448903184679,-2.621232428274679e-06,-3.794545607403054e-05,0.9895854404290647,0.1153944569779523,0.038501118259613706,-0.07695738614542774,0.9986833662019282,-0.05129847957430589,3.034607880257444e-06,-7.465984009106197e-06
-0.30336,1.04144,-0.66707,0.97694780060611,0.05443988875418423,-0.20176956285474731,0.04356990829369118,0.9999394943617875,0.00793018279180896,-0.00601153081761854,0.004688423360755207,1.0,0.0,-0.0,-0.0,0.9997576516806816,0.015873512985007634,-0.01202750422227419,0.009381291682218297,0.9924886737042103,-0.03108840427139096,0.07565700912894394,-0.09097120785379878,0.99241654134668,-0.03356336959788976,0.0770413657507146,-0.08970806343910007,0.9854443542106701,-0.006542862096232636,-0.1686684047372176,0.02018873332596791,0.7993804280628324,0.04257347294141293,0.04064767667293503,0.5979349437964655,0.9768669637830006,0.08873946148888213,0.18600612314884918,0.05707858788705502,0.9175353851419098,0.29105682124798865,0.13250594069785324,-0.2363406852348555,0.9974652317811521,0.016866033344369466,0.06791125176183738,0.01291163007290998,0.7275740817171454,-0.28544094148019583,-0.16203108944657515,-0.6024162602329952,0.8305587095522577,0.0025891527960014843,-0.5421556398296044,-0.12740796080166977,0.9111100109567041,-0.08388036316904429,-0.17320859695081775,0.3644741617061937,0.9901283626358214,-0.13717952749812162,0.027728991301939763,0.0076619697778144875,0.9738420821647226,0.2269570934699241,1.476626436915443e-05,-0.011048823951866722,0.9808108485551889,-0.1398166116425989,-0.13300864895669284,-0.027750563380738016,0.9999985246718758,0.0005031041838577989,-0.0016424161078883112,-3.0952378609761662e-06,0.9403315341652481,0.001169320974517482,0.3249748100958746,0.1008296154214627,0.9999997625661662,0.0006884362867960944,-1.8447455332887988e-06,-3.032634418024453e-05,0.9895791307945375,0.11367900621564894,0.03907457958908791,-0.079267929654344,0.9988004544846746,-0.04896582603961991,1.188731452973343e-06,2.2866545518059187e-07
-0.30307,1.04154,-0.66947,0.9758193347050673,0.05751997692820339,-0.2062798885989371,0.043779970643534775,0.9999350847280449,0.009059777546453531,-0.006503407762029402,0.0023350477954263184,1.0,0.0,-0.0,-0.0,0.999739748153355,0.01813831418585783,-0.013018849122980054,0.004684771955428365,0.9920834882118114,-0.034708206255344064,0.07704092606572786,-0.09289988453683026,0.9923473274803631,-0.03736117905326632,0.07774870485262636,-0.08835192604618275,0.9854362500815361,-0.008559872754836878,-0.16838250818520992,0.02212366472623383,0.8001301212066992,0.03856976608549625,0.05183597817140932,0.5963364768726426,0.9757940571598621,0.08860965930153339,0.18860865383889336,0.06634050035266775,0.9184664382724024,0.2909123646259997,0.13219507975853817,-0.23305333887878588,0.9976680803398253,0.018229049566652087,0.06473316818392398,0.011649899562484025,0.725307604536236,-0.28248874079758235,-0.17042460430418366,-0.6042221812977954,0.8440770359102359,0.00208203761287698,-0.5231436659430798,-0.11768741373657643,0.9076851577799955,-0.08734945448068453,-0.17679161706295102,0.37043548869418336,0.9892479631607571,-0.14161686607031482,0.03555714255080126,0.008295796546306251,0.973943971862896,0.22658099014334876,6.30464686737775e-06,-0.009705387052426354,0.9806714253087196,-0.13769857698254329,-0.13604883428920145,-0.028519680371562394,0.9999986037007399,-0.0001612505457361875,-0.0016632988540246528,5.6351028868748674e-06,0.9381175315439687,-0.002106506405477219,0.33152742406020785,0.10010308055508542,0.9999996986797012,0.0007756154681901705,-1.4564093748044207e-06,-3.254276414710423e-05,0.9895470803608304,0.11331611044390641,0.03792524901732727,-0.08073233769806462,0.9989098594067103,-0.04668075376990641,8.86873432043737e-07,-2.5986853440939427e-06
-0.30243,1.04159,-0.67233,0.9745414196750009,0.061820098879393146,-0.2107403065230254,0.04512006115861401,0.9999180208736709,0.010068446727127036,-0.00790967930849636,-0.00012200746327550646,1.0,0.0,-0.0,-0.0,0.999671044640889,0.020160392404618654,-0.01585233139129232,-0.00025431112078896706,0.9920988090464935,-0.03993493775191941,0.07560979132548554,-0.09180584562540685,0.9922314430160168,-0.04251564487222924,0.07814607871649418,-0.08696191012556535,0.9851549334510015,-0.009319487037425501,-0.16941614743519093,0.026097380074056792,0.80174823106719,0.029171536217107216,0.06417684709241406,0.5934897874038293,0.9737675799846739,0.09144026868282004,0.19029878027088898,0.08486313487856278,0.9171420393760172,0.2879767842114117,0.1370582647366908,-0.2390290430718019,0.9979659836166638,0.017559443789131064,0.05976962148130879,0.013533433630168044,0.7202474372170985,-0.27600305136562836,-0.17254053706905945,-0.612613832595204,0.8653909424970043,0.013449086059527715,-0.48990492131777064,-0.10445480743813879,0.9029274999402691,-0.07890557289474448,-0.19184870831527556,0.376417206747417,0.9882443641579262,-0.1478821536293204,0.03788222079599551,0.008299559965077044,0.9739703021932864,0.22645903125525893,9.111868909572347e-06,-0.009907447977249205,0.9812257653292623,-0.13576635051350652,-0.1340017692314116,-0.02840812146374251,0.9999969944597439,-0.0017928265393970032,-0.0016723611880429003,7.2481247140363654e-06,0.938083757972947,-0.005938518722117356,0.3320895259690281,0.0983877216140652,0.9999997569691993,0.0006961331283860331,-3.0110292714390765e-06,-3.8093879304444757e-05,0.9892694673564303,0.1133931049580513,0.04032791560051112,-0.08283467829125327,0.998932172873935,-0.04620080050865359,-4.540343254321326e-06,-3.0172187935120996e-06
-0.30262,1.04151,-0.67557,0.9740394014816632,0.06757997943759105,-0.21138987270773602,0.04465996481262693,0.9998989442421475,0.010803649552224294,-0.009023304126140974,-0.001990588465406452,1.0,0.0,-0.0,-0.0,0.9995943423050333,0.021665039327002113,-0.01805199706394233,-0.003987769392873807,0.9921841742495063,-0.04584376743099285,0.0743797383469748,-0.08908741706881837,0.9922686867077289,-0.047761384352882685,0.07634105957756858,-0.08540343181974147,0.9850541941031408,-0.011406782415045266,-0.1693011646610279,0.029584381676269436,0.8009690285767619,0.021866225022728378,0.07379894818073723,0.5937374829935116,0.9712131532978918,0.09606140367727624,0.19342865898834052,0.10051154892194844,0.9184993095017608,0.27894611523750074,0.14071994114424383,-0.24237570299651762,0.9981954862604866,0.01778284469685342,0.05536883530980218,0.014961073494713099,0.715863651068756,-0.2691459585795606,-0.1858883541100376,-0.6168834621426165,0.8913115058538036,0.017537445601029454,-0.44490192249824645,-0.08554833073637443,0.9022792125071778,-0.06936433628822233,-0.20811838297539093,0.3711705136408739,0.9874911309799198,-0.15383428397552001,0.032904208975791036,0.010657970792568331,0.9744727833629353,0.22426170847382917,1.5427532584617182e-05,-0.010463286256452398,0.9817714482878519,-0.1354309674255572,-0.13065333046524108,-0.026701753262504277,0.9999990162535625,0.00029957516061448347,-0.001370285941529465,-7.941605813762444e-06,0.9363468906186949,-0.013460852228925114,0.33666641300364514,0.09863585677243386,0.999999756971514,0.0006962553094582682,-2.9832074036722074e-06,-3.5728940876303606e-05,0.9889134501449354,0.11570171362903098,0.03741531670566059,-0.08522555756087233,0.9987585691451648,-0.04981285524563376,3.281861789917828e-06,-7.809654932465627e-07
-0.3031,1.04148,-0.67768,0.9743457057194886,0.07084969265879856,-0.20917909488270484,0.04329980438983103,0.9998731001685192,0.011812722689323618,-0.01030495407755784,-0.0028374396062588706,1.0,0.0,-0.0,-0.0,0.9994908037127623,0.023668452639786574,-0.02063419305597585,-0.005671659385344441,0.9923469742435399,-0.049926146568529416,0.07246305945839437,-0.086625444370797,0.9921940572328742,-0.0522451260410372,0.07480738725641428,-0.0850014965079607,0.9848284840363517,-0.011920542954009664,-0.16973705597289704,0.03406008684658226,0.8010944991021828,0.02051267447426048,0.08315177072891038,0.592378778079349,0.9687519949651971,0.09169342197582223,0.20044300893216477,0.1137298939924522,0.9178410807379802,0.27535153526204925,0.14598432055549315,-0.24584112896445998,0.9983943682059407,0.017992127463347433,0.05088646845848796,0.017191166680199058,0.7113443248071701,-0.26251405657588023,-0.19584834374822374,-0.6218673877248947,0.9120703911535283,0.01749708582319634,-0.40269440678746077,-0.07522412053883254,0.9010365206725248,-0.0814767246816922,-0.21363012894935454,0.36858770971720767,0.9870556843609181,-0.1567783465827072,0.03121977674342512,0.012920973403079142,0.9748869973091073,0.22249027046872788,1.2850355218838733e-05,-0.009665498396508333,0.9818191292049877,-0.13353160026710884,-0.13180068273438333,-0.02879391060649817,0.9999986409109408,-0.0007422467615826586,-0.0014721567271678848,-7.660710831451922e-07,0.9346250932132097,-0.01907463277861747,0.34078570688052007,0.09988591245267846,0.99999970308795,0.0007697424736559902,-2.9849666754743317e-07,-3.633795248878003e-05,0.9889442315354001,0.11708021059748523,0.032025510990253164,-0.0851815581280279,0.9986910887131495,-0.051147915961474284,-2.9030915609777908e-06,3.0519312945015826e-06
-0.30368,1.04144,-0.67989,0.9747915505551425,0.07317013729302978,-0.20649035978488325,0.042300062538128694,0.9998281687574471,0.013736560109704171,-0.011843949522906658,-0.0038289339484162853,1.0,0.0,-0.0,-0.0,0.9993097887993211,0.02753875775581126,-0.023729687516371452,-0.007646225310471828,0.9922262672390021,-0.05409415099444802,0.07113664824391078,-0.08660505011700335,0.9919526204415948,-0.05833739083237089,0.07378635068120429,-0.08474858159919238,0.9846480342237303,-0.012916531169604537,-0.17062495570404074,0.03447515645914683,0.8011126357826216,0.018682016787937586,0.09302724325909506,0.5909445482020872,0.9600829956803867,0.09489393183653481,0.22570459223521597,0.13525243121627356,0.9142951237145812,0.2711395497375715,0.15601377837518282,-0.2573081271101728,0.998598529808389,0.02243228793387772,0.04562398964327464,0.014704431019455065,0.7096694266712967,-0.24992036047265256,-0.21012762986112643,-0.6243040104293723,0.9377458058593348,0.0008142971680246726,-0.34052595281001563,-0.0683682380654946,0.9011237013289709,-0.11095504094201027,-0.2125019906470642,0.3612588514677078,0.9867377002571247,-0.15928538093581113,0.027367602856738282,0.015096112919897453,0.9750897810949636,0.2215990886955523,9.160063473604655e-06,-0.009683109499011192,0.9819264333698974,-0.13226035903934202,-0.13203106478479446,-0.029924485092484254,0.9999982073954539,-0.0011781327015310673,-0.0014822856359443855,6.2056441645699744e-06,0.93584477754379,-0.022952500243893975,0.3368731642491004,0.10091682855384819,0.9999997901401402,0.0006470460375654038,5.276372951077051e-06,-3.198845103612856e-05,0.9889791001510546,0.11686289708030796,0.0341024335845746,-0.0842640301315871,0.9987789854027884,-0.049401804590017764,-1.6633664992234983e-06,4.273103328866362e-06
