Head_px,Head_py,Head_pz,Head_rw,Head_rx,Head_ry,Head_rz,Hips_px,Hips_py,Hips_pz,Hips_rw,Hips_rx,Hips_ry,Hips_rz,LeftHand_px,LeftHand_py,LeftHand_pz,LeftHand_rw,LeftHand_rx,LeftHand_ry,LeftHand_rz,RightHand_px,RightHand_py,RightHand_pz,RightHand_rw,RightHand_rx,RightHand_ry,RightHand_rz,LeftToes_px,LeftToes_py,LeftToes_pz,LeftToes_rw,LeftToes_rx,LeftToes_ry,LeftToes_rz,RightToes_px,RightToes_py,RightToes_pz,RightToes_rw,RightToes_rx,RightToes_ry,RightToes_rz
-0.3698846233176062,1.6366810703998844,-0.6216204299116938,0.9929654650470936,0.04537223865018193,-0.04592109346695461,-0.09925824075853384,-0.30868,1.03946,-0.65769,0.9840556601257235,0.036189858926986736,-0.16640930894770278,0.051309782507038486,-0.515639434222846,0.920683984213899,-0.8696899566816538,0.9070741545120669,0.01030469107661136,0.12293815724300172,0.4024878893230573,-0.17324069233397732,1.3347178745240418,-0.23805180510781754,0.4053143702333642,-0.7233572080697449,-0.4754691370884938,-0.293945080741621,-0.3765641775676213,0.010549526717917979,-0.6631486839589451,0.953529400899004,0.01766330972419257,-0.30015854204493575,-0.019353003597184983,0.11061350014465371,0.01735159506762901,-0.6376259510273918,0.9808274266117752,0.07191274855818652,0.15875955024178856,0.08718670201329068
-0.3648649841613643,1.6374239251976703,-0.6153175713608389,0.9923470914519316,0.0437392955438244,-0.050558240467870275,-0.10381709123749938,-0.3067,1.0404,-0.66078,0.9816411555984835,0.042350064443129116,-0.1797601920445525,0.047680048584729254,-0.5129698527637498,0.9255823663723519,-0.8626083272189289,0.9036333794506602,-0.013660902533421514,0.12375554639795838,0.4098105172153275,-0.18035319799597968,1.3223544338193116,-0.22920696629483434,0.41032442323313556,-0.7199337100597296,-0.47565212130573975,-0.29510062743982385,-0.3766124447110546,0.010609020806612635,-0.6644829473159533,0.9534618739332682,0.018087731733576404,-0.30037874973509704,-0.018865196102228733,0.10971792807875572,0.016469165374579903,-0.638420710114478,0.9807715409291216,0.06683582342921388,0.1644306685410526,0.08113391678698455
-0.3606971402147813,1.6377018772832137,-0.6095674991617392,0.9914849795801396,0.04095498564524998,-0.05347590991777973,-0.11144752790543565,-0.30528,1.04105,-0.66405,0.9793515414994783,0.04824008688804001,-0.19114029726034887,0.04482007299029568,-0.515667524793871,0.9299785422239075,-0.8529011351202387,0.8965008544617975,-0.03486489733640986,0.1296970203497445,0.4221958547823346,-0.1893201825495993,1.304786837421196,-0.2216662856850113,0.42220920306093535,-0.7130539935084622,-0.47435723214982384,-0.29711716123348064,-0.37644354777115474,0.010552343629149183,-0.665682416136864,0.9533681873660353,0.017493810354622108,-0.3007622857644022,-0.018030900683235745,0.1088219101140191,0.01628233022010006,-0.6389003288974154,0.9800930872784662,0.06723182702706076,0.17004515190274105,0.07734382986342052
-0.3606971402147813,1.6377018772832137,-0.6095674991617392,0.9914849795801396,0.04095498564524998,-0.05347590991777973,-0.11144752790543565,-0.30528,1.04105,-0.66405,0.9793515414994783,0.04824008688804001,-0.19114029726034887,0.04482007299029568,-0.515667524793871,0.9299785422239075,-0.8529011351202387,0.8965008544617975,-0.03486489733640986,0.1296970203497445,0.4221958547823346,-0.1893201825495993,1.304786837421196,-0.2216662856850113,0.42220920306093535,-0.7130539935084622,-0.47435723214982384,-0.29711716123348064,-0.37644354777115474,0.010552343629149183,-0.665682416136864,0.9533681873660353,0.017493810354622108,-0.3007622857644022,-0.018030900683235745,0.1088219101140191,0.01628233022010006,-0.6389003288974154,0.9800930872784662,0.06723182702706076,0.17004515190274105,0.07734382986342052
-0.35824669391719527,1.6373797852207872,-0.6040287245143597,0.9907044256573431,0.041219530547149934,-0.0553964002568752,-0.11720465060314793,-0.30336,1.04144,-0.66707,0.9769478006061098,0.054439888754184255,-0.201769562854747,0.04356990829369119,-0.520887132700607,0.9333499380868917,-0.8412968421332977,0.8914415863654886,-0.032952529150021205,0.13936121617184205,0.4299121774826843,-0.19897943860300005,1.2840543829474071,-0.21444490476157524,0.4394587905010662,-0.7029693047185148,-0.46634488853534084,-0.30859775276542195,-0.37603782555104776,0.01054368454785616,-0.6667478946871654,0.9532980706836586,0.01713300018337083,-0.30105726349862205,-0.017139802514982715,0.10812992199985749,0.015893765383758196,-0.6394349296087009,0.979535907219371,0.06595206888536156,0.17539109017271648,0.07346901772645717
-0.35525909425652474,1.6367582979865016,-0.5995997039571558,0.9896845531148354,0.04376680274883488,-0.057120602508085594,-0.12387973632578417,-0.30307,1.04154,-0.66947,0.9758193347050672,0.057519976928203397,-0.2062798885989371,0.04377997064353477,-0.5269046678580327,0.9374434617658992,-0.835725587028186,0.8914872594231017,-0.03915275184979127,0.14433823399473833,0.42764939204464736,-0.20743520644245422,1.2621659545230122,-0.2128824609181087,0.45728059926392195,-0.6939582548061592,-0.45512130265505324,-0.3196576199510746,-0.3759499326910205,0.010460685883697515,-0.6672846926232379,0.9532997371338068,0.016525005228386354,-0.3010859700145291,-0.01713983789966265,0.10799593832446806,0.01594180136288842,-0.639676064225184,0.9794923592082935,0.06666562703537979,0.17620985901329012,0.07141777097520667
-0.3541639782850726,1.635911046307172,-0.5950248685867559,0.9886384788257537,0.0445741569318337,-0.06482728062184107,-0.12808015617609284,-0.30243,1.04159,-0.67233,0.9745414196750011,0.06182009887939316,-0.21074030652302544,0.04512006115861409,-0.5292306282678526,0.94119077425522,-0.828125281814265,0.8931717037549128,-0.05592032677301936,0.14831232883354262,0.42085707524184035,-0.22022727440483816,1.2260545739748907,-0.21576128256342392,0.48766318475330594,-0.6679120973712762,-0.46010593300178226,-0.32307983353642666,-0.3753689623153326,0.010251384432811123,-0.6679010249764845,0.9531623004034996,0.01485625919834584,-0.3016175925854011,-0.016963151096636882,0.10858136079632158,0.01607990816621671,-0.6401480635847396,0.9799801523986057,0.06665202339002717,0.17416765404699786,0.06972830821543295
-0.3528902623216668,1.6349367078256178,-0.589749464775399,0.987915954373154,0.04345143537417753,-0.07015868210639464,-0.13119374674121081,-0.30262,1.04151,-0.67557,0.9740394014816637,0.06757997943759105,-0.21138987270773657,0.04465996481262696,-0.5307663283418239,0.9446617237402983,-0.8169197452692235,0.8919892209007849,-0.07479908005182083,0.15384828892910551,0.4184388024715183,-0.22792181140380086,1.1895315586202952,-0.21898924685551985,0.5182741397994246,-0.6332117739335594,-0.47151880193601325,-0.3287929208299778,-0.37475134561087603,0.010343493410125887,-0.6687634182580652,0.9524261133502303,0.014559206413473214,-0.30410632057461195,-0.013851855606937335,0.10857663042740975,0.0154968856388151,-0.6409990540738971,0.9803130248315717,0.06302456098593093,0.17450001960026218,0.06755754005004046
-0.3521683806671091,1.6341774840615961,-0.585991655751077,0.987407124139793,0.04207935448376863,-0.07400799334086472,-0.13333910171390342,-0.3031,1.04148,-0.67768,0.9743457057194889,0.07084969265879854,-0.20917909488270514,0.04329980438983104,-0.5300431969023375,0.9471739818632005,-0.8068444567315615,0.8903310748733299,-0.09284936607644496,0.16150368715063368,0.41545894065581623,-0.23398226722570364,1.158204977566941,-0.2268298435482891,0.5443548230630124,-0.6066807378424536,-0.46093225548861316,-0.35093840597625187,-0.37480749640250954,0.010262846642568935,-0.6694022005993995,0.952273645454122,0.013986427017634744,-0.3045646663488242,-0.014820527812042598,0.10827195204552004,0.015053995334226716,-0.6415132540204587,0.9803710854941834,0.0611221013469843,0.17504352770770915,0.06705510317288638
-0.351681612934325,1.6329231368429031,-0.5815961912512768,0.9867235838122098,0.041478985308790337,-0.07599304360143233,-0.13740858870802847,-0.30368,1.04144,-0.67989,0.9747915505551425,0.07317013729302978,-0.20649035978488328,0.042300062538128694,-0.5326746861098719,0.9542119657400531,-0.7891744057737244,0.8898675244938673,-0.12233453997875111,0.18724688100991638,0.39762879011887703,-0.2374804650459209,1.1117758511712317,-0.2480094356142024,0.5862574349153693,-0.5676345278131213,-0.42054634348513076,-0.3965274717117506,-0.3746773548586502,0.010264737955570896,-0.669849521741532,0.9518975327270554,0.013816816632164384,-0.30574035567923985,-0.014933776328472308,0.10843986576942563,0.015044092673057202,-0.6419562749164581,0.9802720691408612,0.06152563882765144,0.1751650029894246,0.06781215198516355
-0.35181535953559717,1.6318339146873362,-0.5780590936563955,0.9863240126631737,0.03691087058667802,-0.07823601839745198,-0.14029132226143526,-0.30422,1.0411,-0.6823,0.9747901438975695,0.07798002000590722,-0.20456006375639857,0.04311000064964537,-0.5437325888094783,0.9635011691112099,-0.7597763128477805,0.8816224690426169,-0.16587983290549166,0.22717351273100495,0.37896952150259006,-0.23909925164022827,1.076229144360888,-0.2685286729660138,0.6330367668810934,-0.5070167952110346,-0.3985272040159461,-0.42822247583457834,-0.37432720849757484,0.010437371552716637,-0.670490137011974,0.9514185321861597,0.014545068105378842,-0.3071882124324685,-0.015053894814563932,0.10875132077472631,0.015155717123145868,-0.6425833133564641,0.980113033744287,0.06261440739714057,0.17546834558421365,0.06832815502275723
