Head_px,Head_py,Head_pz,Head_rw,Head_rx,Head_ry,Head_rz,Hips_px,Hips_py,Hips_pz,Hips_rw,Hips_rx,Hips_ry,Hips_rz,LeftHand_px,LeftHand_py,LeftHand_pz,LeftHand_rw,LeftHand_rx,LeftHand_ry,LeftHand_rz,RightHand_px,RightHand_py,RightHand_pz,RightHand_rw,RightHand_rx,RightHand_ry,RightHand_rz,LeftToes_px,LeftToes_py,LeftToes_pz,LeftToes_rw,LeftToes_rx,LeftToes_ry,LeftToes_rz,RightToes_px,RightToes_py,RightToes_pz,RightToes_rw,RightToes_rx,RightToes_ry,RightToes_rz
-0.3295296,1.6421970,-0.6147975,0.9933357,0.0599927,0.0144748,-0.0973429,-0.2474400,1.0505500,-0.6755400,0.9938178,0.0486199,-0.0827098,0.0558699,-0.4734935,0.9273654,-0.8537596,0.8636290,0.1455998,0.1944152,0.4417567,-0.0424571,1.1403180,-0.3686782,0.7252799,-0.2101419,-0.4731861,-0.4537675,-0.3735344,0.0107079,-0.6643903,0.9557844,0.0216301,-0.2925287,-0.0208733,0.1115423,0.0178989,-0.6374483,0.9730167,0.0737935,0.1948282,0.0991717
-0.3295296,1.6421970,-0.6147975,0.9933357,0.0599927,0.0144748,-0.0973429,-0.2474400,1.0505500,-0.6755400,0.9938178,0.0486199,-0.0827098,0.0558699,-0.4734935,0.9273654,-0.8537596,0.8636290,0.1455998,0.1944152,0.4417567,-0.0424571,1.1403180,-0.3686782,0.7252799,-0.2101419,-0.4731861,-0.4537675,-0.3735344,0.0107079,-0.6643903,0.9557844,0.0216301,-0.2925287,-0.0208733,0.1115423,0.0178989,-0.6374483,0.9730167,0.0737935,0.1948282,0.0991717
-0.3170859,1.6414200,-0.6142043,0.9932268,0.0637496,0.0159551,-0.0958234,-0.2389600,1.0495700,-0.6767400,0.9929177,0.0497699,-0.0947898,0.0514999,-0.4604551,0.9300718,-0.8673869,0.8676313,0.1383020,0.1827833,0.4412243,-0.0325731,1.1398610,-0.3624497,0.7254809,-0.2048904,-0.4770066,-0.4518434,-0.3735379,0.0106436,-0.6644694,0.9558015,0.0213474,-0.2925296,-0.0203642,0.1108246,0.0165155,-0.6369473,0.9745887,0.0638234,0.1988308,0.0810559
-0.2865151,1.6378170,-0.6151635,0.9927574,0.0670242,0.0068408,-0.0994681,-0.2146600,1.0460300,-0.6792300,0.9896366,0.0462998,-0.1278695,0.0460999,-0.4362921,0.9327199,-0.8851970,0.8813088,0.1146268,0.1643822,0.4279424,-0.0166123,1.1275940,-0.3539060,0.7212417,-0.1976004,-0.4876981,-0.4504614,-0.3728082,0.0101637,-0.6633466,0.9560080,0.0194312,-0.2920845,-0.0189147,0.1093820,0.0140339,-0.6342028,0.9757118,0.0492075,0.2058946,0.0563284
-0.2865151,1.6378170,-0.6151635,0.9927574,0.0670242,0.0068408,-0.0994681,-0.2146600,1.0460300,-0.6792300,0.9896366,0.0462998,-0.1278695,0.0460999,-0.4362921,0.9327199,-0.8851970,0.8813088,0.1146268,0.1643822,0.4279424,-0.0166123,1.1275940,-0.3539060,0.7212417,-0.1976004,-0.4876981,-0.4504614,-0.3728082,0.0101637,-0.6633466,0.9560080,0.0194312,-0.2920845,-0.0189147,0.1093820,0.0140339,-0.6342028,0.9757118,0.0492075,0.2058946,0.0563284
-0.2686214,1.6363560,-0.6172724,0.9925999,0.0642387,-0.0015185,-0.1030372,-0.1997600,1.0439000,-0.6799300,0.9876238,0.0453102,-0.1433306,0.0447502,-0.4226465,0.9290520,-0.8809828,0.8924717,0.0929421,0.1673649,0.4084669,-0.0085918,1.1194980,-0.3469954,0.7170621,-0.1931632,-0.4950362,-0.4510536,-0.3723866,0.0098155,-0.6629505,0.9560009,0.0179534,-0.2922189,-0.0186672,0.1092446,0.0135942,-0.6329176,0.9747585,0.0466691,0.2113465,0.0547798
-0.2487880,1.6361250,-0.6193735,0.9925576,0.0600675,-0.0068857,-0.1057082,-0.1837900,1.0427200,-0.6799900,0.9854671,0.0447399,-0.1580695,0.0432099,-0.4097740,0.9280210,-0.8732071,0.9018676,0.0672005,0.1694666,0.3916636,0.0003575,1.1151800,-0.3405591,0.7148845,-0.1932898,-0.4918658,-0.4578727,-0.3720330,0.0096149,-0.6628833,0.9561130,0.0178260,-0.2919145,-0.0177833,0.1098263,0.0139114,-0.6320149,0.9740064,0.0310352,0.2167924,0.0578772
-0.2336901,1.6361420,-0.6201886,0.9924011,0.0607981,-0.0091675,-0.1065822,-0.1718500,1.0423000,-0.6798500,0.9841510,0.0437201,-0.1667201,0.0417101,-0.3996407,0.9282840,-0.8614346,0.9072028,0.0437337,0.1670098,0.3836389,0.0080926,1.1107310,-0.3376387,0.7125977,-0.1879626,-0.4940672,-0.4612730,-0.3720455,0.0094569,-0.6630713,0.9561068,0.0177764,-0.2920137,-0.0164964,0.1096599,0.0134705,-0.6311374,0.9741591,0.0263398,0.2175838,0.0545678
-0.2131724,1.6366420,-0.6212537,0.9918300,0.0610238,-0.0129055,-0.1112765,-0.1558900,1.0423100,-0.6791400,0.9825669,0.0409299,-0.1763095,0.0424499,-0.3937668,0.9317042,-0.8531697,0.9132481,0.0132418,0.1694814,0.3702417,0.0170086,1.1030660,-0.3349730,0.7042425,-0.1609992,-0.5207073,-0.4549571,-0.3714590,0.0089352,-0.6631365,0.9557948,0.0161643,-0.2932439,-0.0142619,0.1099159,0.0130632,-0.6299736,0.9746247,0.0252650,0.2169399,0.0490453
-0.1937124,1.6380020,-0.6235346,0.9918084,0.0550866,-0.0219905,-0.1131283,-0.1376600,1.0430000,-0.6774900,0.9813883,0.0375899,-0.1827397,0.0454999,-0.3841724,0.9343343,-0.8396891,0.9145635,-0.0170113,0.1805550,0.3615030,0.0285888,1.0984950,-0.3304189,0.7033147,-0.1476157,-0.5245040,-0.4565678,-0.3703337,0.0083871,-0.6632450,0.9551162,0.0142694,-0.2956976,-0.0106203,0.1103916,0.0127177,-0.6290680,0.9752592,0.0239780,0.2160062,0.0404468
-0.1797492,1.6392640,-0.6260669,0.9920716,0.0486335,-0.0267527,-0.1127538,-0.1246300,1.0435500,-0.6754600,0.9807029,0.0342301,-0.1864006,0.0480101,-0.3764192,0.9364089,-0.8258280,0.9115829,-0.0407657,0.1962186,0.3589616,0.0402924,1.0964100,-0.3272935,0.7044849,-0.1412856,-0.5226845,-0.4588471,-0.3696885,0.0078714,-0.6634136,0.9544252,0.0118438,-0.2981072,-0.0080252,0.1110485,0.0128858,-0.6284403,0.9755056,0.0225568,0.2151645,0.0398033
-0.1797492,1.6392640,-0.6260669,0.9920716,0.0486335,-0.0267527,-0.1127538,-0.1246300,1.0435500,-0.6754600,0.9807029,0.0342301,-0.1864006,0.0480101,-0.3764192,0.9364089,-0.8258280,0.9115829,-0.0407657,0.1962186,0.3589616,0.0402924,1.0964100,-0.3272935,0.7044849,-0.1412856,-0.5226845,-0.4588471,-0.3696885,0.0078714,-0.6634136,0.9544252,0.0118438,-0.2981072,-0.0080252,0.1110485,0.0128858,-0.6284403,0.9755056,0.0225568,0.2151645,0.0398033
-0.1401680,1.6431440,-0.6309988,0.9920300,0.0355388,-0.0391628,-0.1143681,-0.0915000,1.0457700,-0.6699900,0.9798663,0.0255399,-0.1913693,0.0508698,-0.3595368,0.9477717,-0.7869978,0.8909584,-0.1393219,0.2231496,0.3701182,0.0816766,1.0942170,-0.3217311,0.7012193,-0.1188771,-0.5294130,-0.4624736,-0.3691351,0.0075278,-0.6638801,0.9550741,0.0164896,-0.2955421,-0.0147216,0.1131116,0.0131575,-0.6270990,0.9769048,0.0234549,0.2097140,0.0335739
-0.1248970,1.6443240,-0.6318400,0.9922600,0.0312554,-0.0474067,-0.1104354,-0.0812600,1.0460600,-0.6687300,0.9811865,0.0239099,-0.1859294,0.0461698,-0.3477970,0.9515632,-0.7687617,0.8727775,-0.1765072,0.2378950,0.3879578,0.1038335,1.0951430,-0.3185137,0.7018668,-0.1152740,-0.5301393,-0.4615708,-0.3694848,0.0075194,-0.6642597,0.9552421,0.0167654,-0.2949004,-0.0162985,0.1128361,0.0126488,-0.6268091,0.9773130,0.0238932,0.2081367,0.0311060
-0.1248970,1.6443240,-0.6318400,0.9922600,0.0312554,-0.0474067,-0.1104354,-0.0812600,1.0460600,-0.6687300,0.9811865,0.0239099,-0.1859294,0.0461698,-0.3477970,0.9515632,-0.7687617,0.8727775,-0.1765072,0.2378950,0.3879578,0.1038335,1.0951430,-0.3185137,0.7018668,-0.1152740,-0.5301393,-0.4615708,-0.3694848,0.0075194,-0.6642597,0.9552421,0.0167654,-0.2949004,-0.0162985,0.1128361,0.0126488,-0.6268091,0.9773130,0.0238932,0.2081367,0.0311060
-0.1039162,1.6452350,-0.6326374,0.9919647,0.0252914,-0.0581122,-0.1094969,-0.0700200,1.0457700,-0.6674700,0.9840065,0.0222799,-0.1729594,0.0363299,-0.3312986,0.9577023,-0.7457875,0.8460277,-0.2143503,0.2706547,0.4062480,0.1352926,1.0880790,-0.3274921,0.7047734,-0.1225691,-0.5220903,-0.4644282,-0.3705089,0.0073035,-0.6649955,0.9560972,0.0149623,-0.2917323,-0.0233837,0.1117943,0.0120406,-0.6263398,0.9776428,0.0241762,0.2068154,0.0292889
-0.0856960,1.6452800,-0.6339033,0.9914819,0.0206243,-0.0644318,-0.1112965,-0.0581000,1.0452200,-0.6659300,0.9860595,0.0195400,-0.1624099,0.0304600,-0.3193854,0.9654793,-0.7218144,0.8257475,-0.2428290,0.3123915,0.4019788,0.1694599,1.0830710,-0.3381466,0.7207710,-0.1509934,-0.4833323,-0.4733711,-0.3711199,0.0084358,-0.6653494,0.9579155,0.0108893,-0.2846876,-0.0351073,0.1114972,0.0120951,-0.6256739,0.9777831,0.0245224,0.2061772,0.0288078
-0.0740834,1.6449070,-0.6352144,0.9910746,0.0147851,-0.0663476,-0.1146751,-0.0499900,1.0443500,-0.6648800,0.9869030,0.0184801,-0.1576905,0.0285401,-0.3151394,0.9731638,-0.6985357,0.8109079,-0.2628213,0.3396899,0.3974472,0.2016154,1.0737090,-0.3530779,0.7440151,-0.1924686,-0.4228759,-0.4801804,-0.3712432,0.0102264,-0.6649304,0.9581968,0.0140713,-0.2821346,-0.0453957,0.1111294,0.0121968,-0.6252158,0.9777818,0.0230023,0.2065815,0.0271604
-0.0615584,1.6442930,-0.6375775,0.9899699,0.0060655,-0.0748549,-0.1196647,-0.0402700,1.0429300,-0.6631000,0.9884215,0.0180700,-0.1480002,0.0281500,-0.3124543,0.9856592,-0.6655234,0.7903863,-0.2963128,0.3622568,0.3952956,0.2284186,1.0610470,-0.3813888,0.7747120,-0.2593805,-0.3230720,-0.4776689,-0.3709874,0.0130825,-0.6635316,0.9590935,0.0181302,-0.2762319,-0.0592199,0.1113159,0.0122273,-0.6250181,0.9775393,0.0222669,0.2075853,0.0288009
-0.0484097,1.6440130,-0.6392393,0.9888415,-0.0034751,-0.0776959,-0.1270591,-0.0329000,1.0418400,-0.6614600,0.9897239,0.0191401,-0.1386106,0.0294501,-0.3163626,1.0030710,-0.6288322,0.7696813,-0.3260319,0.3919156,0.3843128,0.2538178,1.0482280,-0.4084349,0.8053208,-0.3277267,-0.1563278,-0.4686319,-0.3701259,0.0158911,-0.6618145,0.9606375,0.0205554,-0.2683323,-0.0689282,0.1121490,0.0125808,-0.6251497,0.9772627,0.0227689,0.2082992,0.0324142
-0.0422604,1.6437710,-0.6397964,0.9891009,-0.0082662,-0.0793488,-0.1237539,-0.0278200,1.0411700,-0.6604100,0.9901078,0.0203700,-0.1356297,0.0295999,-0.3144974,1.0140620,-0.6027642,0.7520129,-0.3491376,0.4102955,0.3797862,0.2780939,1.0445130,-0.4302153,0.8177478,-0.3584028,-0.0323517,-0.4492098,-0.3699794,0.0181671,-0.6612610,0.9578557,-0.0035852,-0.2754116,-0.0815363,0.1125187,0.0129366,-0.6251983,0.9770919,0.0223587,0.2088505,0.0342526
-0.0339857,1.6431160,-0.6394613,0.9891251,-0.0139589,-0.0797510,-0.1227873,-0.0218800,1.0403200,-0.6596300,0.9910473,0.0207000,-0.1286696,0.0289999,-0.3207882,1.0326010,-0.5685925,0.7303909,-0.3763168,0.4338197,0.3697508,0.3041171,1.0328190,-0.4661598,0.8270388,-0.3724963,0.0488530,-0.4181712,-0.3700688,0.0204392,-0.6610054,0.9568124,-0.0068166,-0.2758772,-0.0914072,0.1129182,0.0132078,-0.6252409,0.9768064,0.0227903,0.2095091,0.0378944
-0.0267977,1.6424070,-0.6396289,0.9890674,-0.0230141,-0.0815385,-0.1206969,-0.0164500,1.0392300,-0.6588900,0.9921761,0.0214799,-0.1195095,0.0290299,-0.3311169,1.0525440,-0.5343847,0.7087162,-0.4071501,0.4599842,0.3469366,0.3230851,1.0229090,-0.4996970,0.8336323,-0.3711842,0.1026453,-0.3959085,-0.3713199,0.0223529,-0.6619462,0.9545938,-0.0106916,-0.2815345,-0.0968237,0.1134046,0.0134412,-0.6253304,0.9765658,0.0234549,0.2101524,0.0400652
-0.0215119,1.6416580,-0.6397374,0.9897532,-0.0300424,-0.0777319,-0.1159480,-0.0112600,1.0381200,-0.6581900,0.9933723,0.0223201,-0.1095102,0.0268501,-0.3383616,1.0683390,-0.5034264,0.6904137,-0.4322805,0.4753627,0.3324047,0.3410836,1.0167230,-0.5332531,0.8420870,-0.3584328,0.1338038,-0.3801476,-0.3722688,0.0241422,-0.6625203,0.9532583,-0.0148351,-0.2848701,-0.0996373,0.1134564,0.0135218,-0.6254379,0.9762697,0.0238932,0.2111003,0.0419886
-0.0215119,1.6416580,-0.6397374,0.9897532,-0.0300424,-0.0777319,-0.1159480,-0.0112600,1.0381200,-0.6581900,0.9933723,0.0223201,-0.1095102,0.0268501,-0.3383616,1.0683390,-0.5034264,0.6904137,-0.4322805,0.4753627,0.3324047,0.3410836,1.0167230,-0.5332531,0.8420870,-0.3584328,0.1338038,-0.3801476,-0.3722688,0.0241422,-0.6625203,0.9532583,-0.0148351,-0.2848701,-0.0996373,0.1134564,0.0135218,-0.6254379,0.9762697,0.0238932,0.2111003,0.0419886
-0.0168143,1.6406750,-0.6394913,0.9902152,-0.0342649,-0.0692332,-0.1162186,-0.0066000,1.0370300,-0.6575000,0.9946437,0.0227401,-0.0975104,0.0256601,-0.3499167,1.0818540,-0.4769565,0.6796426,-0.4448447,0.4859001,0.3226467,0.3488873,1.0093730,-0.5669152,0.8445789,-0.3442256,0.1569768,-0.3788851,-0.3722856,0.0250592,-0.6623172,0.9526839,-0.0159807,-0.2851830,-0.1039654,0.1137115,0.0137408,-0.6255465,0.9759865,0.0244517,0.2120178,0.0436004
-0.0122022,1.6395700,-0.6380022,0.9906517,-0.0367229,-0.0582897,-0.1177426,-0.0027700,1.0358600,-0.6576900,0.9957820,0.0250201,-0.0849902,0.0238501,-0.3594121,1.0893120,-0.4545432,0.6835730,-0.4431991,0.4915411,0.3077174,0.3502345,1.0016900,-0.5976121,0.8421232,-0.3340798,0.1756091,-0.3852025,-0.3717088,0.0250822,-0.6617532,0.9532328,-0.0144605,-0.2818397,-0.1081873,0.1137123,0.0137979,-0.6258923,0.9756521,0.0251872,0.2133201,0.0443077
-0.0072009,1.6385840,-0.6365610,0.9913824,-0.0376565,-0.0476984,-0.1160508,-0.0005800,1.0348100,-0.6579000,0.9970065,0.0266299,-0.0699998,0.0192099,-0.3683291,1.0893620,-0.4385607,0.6962321,-0.4330379,0.4857441,0.3029719,0.3474996,0.9959852,-0.6215415,0.8379213,-0.3271498,0.1904065,-0.3932002,-0.3711005,0.0245175,-0.6606836,0.9545362,-0.0102249,-0.2757995,-0.1126557,0.1132467,0.0136721,-0.6262001,0.9752868,0.0254062,0.2148393,0.0448803
-0.0039531,1.6375600,-0.6357175,0.9919924,-0.0374883,-0.0331165,-0.1159696,0.0019400,1.0338600,-0.6578800,0.9978547,0.0272801,-0.0569103,0.0174101,-0.3787806,1.0807660,-0.4312342,0.7189453,-0.4185757,0.4638346,0.3045816,0.3404369,0.9911791,-0.6437094,0.8340249,-0.3228742,0.1969223,-0.4017169,-0.3707781,0.0232028,-0.6599883,0.9550942,-0.0029417,-0.2717142,-0.1181436,0.1130730,0.0137473,-0.6263984,0.9749617,0.0256043,0.2163314,0.0446611
-0.0018045,1.6369350,-0.6351973,0.9921582,-0.0369891,-0.0271131,-0.1162713,0.0031400,1.0332600,-0.6578000,0.9984919,0.0276101,-0.0449201,0.0152900,-0.3879474,1.0702370,-0.4345402,0.7508435,-0.4007837,0.4323978,0.2977226,0.3342675,0.9879429,-0.6532140,0.8327527,-0.3187206,0.1924586,-0.4097560,-0.3706028,0.0224869,-0.6593646,0.9558887,0.0008413,-0.2683330,-0.1194724,0.1127897,0.0136335,-0.6265824,0.9747404,0.0255621,0.2174285,0.0441876
0.0016154,1.6360310,-0.6339729,0.9924038,-0.0336834,-0.0161623,-0.1172142,0.0034900,1.0326500,-0.6578900,0.9991148,0.0270201,-0.0297501,0.0124301,-0.3914473,1.0500670,-0.4463891,0.8095108,-0.3195646,0.3837287,0.3087451,0.3254423,0.9842708,-0.6668376,0.8315339,-0.3129230,0.1814789,-0.4215402,-0.3691446,0.0219091,-0.6572026,0.9582047,0.0040163,-0.2583921,-0.1227256,0.1124568,0.0135136,-0.6266764,0.9745374,0.0254701,0.2185108,0.0433745
0.0016154,1.6360310,-0.6339729,0.9924038,-0.0336834,-0.0161623,-0.1172142,0.0034900,1.0326500,-0.6578900,0.9991148,0.0270201,-0.0297501,0.0124301,-0.3914473,1.0500670,-0.4463891,0.8095108,-0.3195646,0.3837287,0.3087451,0.3254423,0.9842708,-0.6668376,0.8315339,-0.3129230,0.1814789,-0.4215402,-0.3691446,0.0219091,-0.6572026,0.9582047,0.0040163,-0.2583921,-0.1227256,0.1124568,0.0135136,-0.6266764,0.9745374,0.0254701,0.2185108,0.0433745
0.0035115,1.6355180,-0.6334440,0.9922498,-0.0338909,-0.0089687,-0.1192126,0.0034600,1.0321900,-0.6580800,0.9993634,0.0276301,-0.0190601,0.0120901,-0.3931893,1.0374460,-0.4565771,0.8498530,-0.2645680,0.3219647,0.3226342,0.3180324,0.9815696,-0.6708153,0.8289327,-0.3114434,0.1659739,-0.4339665,-0.3684270,0.0211136,-0.6562190,0.9592661,0.0075235,-0.2533436,-0.1247763,0.1123568,0.0133938,-0.6268861,0.9745036,0.0256328,0.2188505,0.0423139
0.0051260,1.6349890,-0.6328257,0.9922169,-0.0306042,-0.0001874,-0.1207031,0.0028000,1.0318700,-0.6576800,0.9995431,0.0272601,-0.0048900,0.0121100,-0.3892757,1.0157680,-0.4821396,0.8840204,-0.1863177,0.2504195,0.3479706,0.3112782,0.9794194,-0.6703976,0.8255324,-0.3095876,0.1405139,-0.4504530,-0.3672348,0.0202036,-0.6546776,0.9610937,0.0103590,-0.2459109,-0.1253769,0.1122979,0.0131693,-0.6270967,0.9744421,0.0255196,0.2196484,0.0395772
0.0059312,1.6353010,-0.6323302,0.9923624,-0.0291013,0.0049643,-0.1197721,0.0016800,1.0323300,-0.6570600,0.9995821,0.0261801,0.0044200,0.0114300,-0.3804040,0.9967481,-0.5107012,0.8951662,-0.1365791,0.2156320,0.3654132,0.3084083,0.9802936,-0.6706897,0.8238658,-0.3114446,0.1231757,-0.4572476,-0.3655647,0.0197848,-0.6530000,0.9635578,0.0100480,-0.2367193,-0.1241751,0.1124296,0.0128878,-0.6272485,0.9746477,0.0257671,0.2186232,0.0400227
0.0061335,1.6370300,-0.6306275,0.9919455,-0.0298958,0.0089849,-0.1227584,0.0008900,1.0342900,-0.6566200,0.9993885,0.0268000,0.0170400,0.0146300,-0.3734803,0.9786214,-0.5549462,0.9047383,-0.0566979,0.2005943,0.3714781,0.3004870,0.9810880,-0.6659837,0.8201141,-0.3199006,0.1044142,-0.4627896,-0.3637142,0.0170469,-0.6592334,0.9722751,0.0284326,-0.1997711,-0.1181707,0.1129287,0.0129468,-0.6280251,0.9749061,0.0261277,0.2174134,0.0400862
0.0055901,1.6399660,-0.6285773,0.9916171,-0.0330524,0.0178600,-0.1236289,-0.0002800,1.0372200,-0.6561400,0.9990041,0.0292601,0.0284901,0.0179701,-0.3618149,0.9676584,-0.5940366,0.9055436,0.0128603,0.2041956,0.3716584,0.2966541,0.9854528,-0.6578828,0.8196926,-0.3393834,0.0888610,-0.4527989,-0.3724599,0.0193064,-0.6852327,0.9684529,0.0359209,-0.2079742,-0.1324972,0.1130817,0.0129006,-0.6292437,0.9752083,0.0255903,0.2165024,0.0379580
0.0049989,1.6430530,-0.6257621,0.9914767,-0.0318285,0.0292133,-0.1229138,-0.0019300,1.0406700,-0.6555800,0.9986780,0.0301099,0.0362199,0.0205900,-0.3473051,0.9610839,-0.6359231,0.8992175,0.0708627,0.2127415,0.3756696,0.2958240,0.9934475,-0.6526015,0.8222823,-0.3616427,0.0742400,-0.4330764,-0.3785082,0.0190949,-0.6972649,0.9651761,0.0710285,-0.2074927,-0.1426084,0.1134736,0.0127467,-0.6305239,0.9752187,0.0265802,0.2162187,0.0386225
0.0032449,1.6451730,-0.6238396,0.9916556,-0.0283681,0.0365218,-0.1203339,-0.0027200,1.0432800,-0.6549400,0.9986058,0.0278599,0.0383798,0.0231799,-0.3353422,0.9582998,-0.6672946,0.8899242,0.1033571,0.2175218,0.3873457,0.2993873,1.0019550,-0.6491719,0.8242859,-0.3791187,0.0562132,-0.4167278,-0.3758512,0.0188260,-0.6965525,0.9673961,0.0703290,-0.2079750,-0.1262752,0.1138911,0.0130315,-0.6309687,0.9752502,0.0269197,0.2159366,0.0391601
0.0013127,1.6470690,-0.6214897,0.9913360,-0.0279738,0.0412889,-0.1215151,-0.0040000,1.0453600,-0.6549600,0.9984823,0.0289201,0.0396001,0.0250701,-0.3203196,0.9564247,-0.7000439,0.8801425,0.1288377,0.2224988,0.3990546,0.3043838,1.0127540,-0.6333714,0.8221509,-0.4093937,0.0203892,-0.3950308,-0.3731475,0.0171036,-0.6962247,0.9687216,0.0660578,-0.2128744,-0.1090848,0.1142274,0.0128677,-0.6318653,0.9753165,0.0271814,0.2156967,0.0386510
-0.0006343,1.6475920,-0.6200742,0.9907916,-0.0261003,0.0471689,-0.1242031,-0.0053800,1.0461100,-0.6550400,0.9986098,0.0294800,0.0343100,0.0270600,-0.3089675,0.9556384,-0.7259666,0.8737791,0.1484342,0.2326610,0.4004331,0.3107100,1.0234580,-0.6185094,0.8184960,-0.4406433,-0.0195181,-0.3681266,-0.3722028,0.0158906,-0.6974553,0.9694412,0.0639081,-0.2154621,-0.0983650,0.1144648,0.0126844,-0.6321561,0.9754080,0.0275563,0.2156542,0.0362469
-0.0027110,1.6473610,-0.6194153,0.9906299,-0.0208125,0.0503006,-0.1252568,-0.0071700,1.0461900,-0.6548100,0.9989108,0.0277200,0.0260400,0.0270300,-0.2998546,0.9549767,-0.7481028,0.8727286,0.1542690,0.2348254,0.3992534,0.3191954,1.0356980,-0.6036123,0.8127834,-0.4621336,-0.0673913,-0.3482447,-0.3717011,0.0153368,-0.6970407,0.9695186,0.0632929,-0.2169186,-0.0947304,0.1148157,0.0125819,-0.6317835,0.9756280,0.0279236,0.2145427,0.0366355
-0.0032781,1.6469180,-0.6195845,0.9902448,-0.0169988,0.0512083,-0.1284683,-0.0091900,1.0460900,-0.6546900,0.9991193,0.0254500,0.0198500,0.0268100,-0.2976958,0.9558086,-0.7591495,0.8758720,0.1507809,0.2344473,0.3938889,0.3205239,1.0458090,-0.5878229,0.8083422,-0.4747553,-0.0940425,-0.3351813,-0.3719234,0.0155885,-0.6959721,0.9696982,0.0620132,-0.2158515,-0.0961661,0.1152490,0.0126420,-0.6312246,0.9759826,0.0281500,0.2128317,0.0369892
-0.0032781,1.6469180,-0.6195845,0.9902448,-0.0169988,0.0512083,-0.1284683,-0.0091900,1.0460900,-0.6546900,0.9991193,0.0254500,0.0198500,0.0268100,-0.2976958,0.9558086,-0.7591495,0.8758720,0.1507809,0.2344473,0.3938889,0.3205239,1.0458090,-0.5878229,0.8083422,-0.4747553,-0.0940425,-0.3351813,-0.3719234,0.0155885,-0.6959721,0.9696982,0.0620132,-0.2158515,-0.0961661,0.1152490,0.0126420,-0.6312246,0.9759826,0.0281500,0.2128317,0.0369892
-0.0041765,1.6462670,-0.6201997,0.9899480,-0.0144697,0.0512966,-0.1310053,-0.0115100,1.0456600,-0.6548300,0.9992544,0.0236301,0.0147401,0.0267401,-0.2961896,0.9559123,-0.7654623,0.8802984,0.1393497,0.2329216,0.3891068,0.3229800,1.0540570,-0.5738465,0.8047777,-0.4843971,-0.1213533,-0.3208831,-0.3721522,0.0157046,-0.6950209,0.9705744,0.0588878,-0.2131008,-0.0954236,0.1155832,0.0123414,-0.6307684,0.9763334,0.0281997,0.2112628,0.0366923
-0.0044776,1.6445710,-0.6206163,0.9893255,-0.0107126,0.0529162,-0.1353529,-0.0159000,1.0444400,-0.6559100,0.9993314,0.0228700,0.0094400,0.0269200,-0.2994630,0.9565831,-0.7660404,0.8866403,0.1185263,0.2359926,0.3796420,0.3255362,1.0630220,-0.5547614,0.7978465,-0.4959888,-0.1501117,-0.3080627,-0.3723881,0.0148538,-0.6939856,0.9729468,0.0531675,-0.2052385,-0.0917894,0.1159702,0.0127200,-0.6297082,0.9778443,0.0239852,0.2043469,0.0385731
-0.0069837,1.6427100,-0.6213674,0.9892981,-0.0079235,0.0547369,-0.1350196,-0.0208700,1.0428900,-0.6573500,0.9993761,0.0222299,0.0019000,0.0273799,-0.3008661,0.9555209,-0.7628465,0.8894531,0.0935432,0.2452433,0.3741376,0.3287323,1.0689550,-0.5427347,0.7901328,-0.5072106,-0.1750917,-0.2962609,-0.3717948,0.0135299,-0.6936473,0.9771930,0.0402484,-0.1934361,-0.0778237,0.1159316,0.0124779,-0.6291009,0.9779708,0.0235043,0.2039507,0.0377529
-0.0117457,1.6409650,-0.6229450,0.9895666,-0.0065157,0.0541197,-0.1333659,-0.0263000,1.0412700,-0.6584100,0.9994290,0.0200600,-0.0045900,0.0268000,-0.3040935,0.9541145,-0.7542154,0.8903020,0.0598783,0.2504285,0.3755833,0.3346154,1.0807230,-0.5241677,0.7840738,-0.5161873,-0.2018144,-0.2793742,-0.3708418,0.0124741,-0.6927108,0.9804828,0.0298469,-0.1826955,-0.0662202,0.1158083,0.0123918,-0.6282259,0.9780884,0.0216446,0.2038512,0.0363244
-0.0146607,1.6395470,-0.6239996,0.9889893,-0.0056933,0.0565706,-0.1366307,-0.0315000,1.0402600,-0.6593600,0.9994240,0.0182901,-0.0083200,0.0273501,-0.3120998,0.9563604,-0.7449230,0.8895360,0.0427562,0.2606997,0.3727379,0.3347890,1.0878680,-0.5121747,0.7771946,-0.5270101,-0.2158743,-0.2676332,-0.3701395,0.0110576,-0.6919921,0.9817190,0.0244658,-0.1793507,-0.0588450,0.1159746,0.0124008,-0.6276894,0.9781208,0.0214891,0.2035692,0.0371165
-0.0209874,1.6389580,-0.6258222,0.9890918,-0.0039813,0.0573296,-0.1356283,-0.0395300,1.0399100,-0.6598800,0.9994869,0.0148700,-0.0113700,0.0259899,-0.3172019,0.9561725,-0.7349209,0.8858770,0.0121487,0.2703496,0.3768097,0.3356187,1.1027670,-0.4946510,0.7656112,-0.5426396,-0.2369808,-0.2514398,-0.3693058,0.0105069,-0.6904731,0.9839146,0.0173169,-0.1718476,-0.0456149,0.1159936,0.0124075,-0.6271132,0.9780731,0.0213616,0.2035115,0.0387285
