Hips_px,Hips_py,Hips_pz,Hips_rw,Hips_rx,Hips_ry,Hips_rz,Spine_rw,Spine_rx,Spine_ry,Spine_rz,Chest_rw,Chest_rx,Chest_ry,Chest_rz,UpperChest_rw,UpperChest_rx,UpperChest_ry,UpperChest_rz,Neck_rw,Neck_rx,Neck_ry,Neck_rz,Head_rw,Head_rx,Head_ry,Head_rz,LeftShoulder_rw,LeftShoulder_rx,LeftShoulder_ry,LeftShoulder_rz,LeftUpperArm_rw,LeftUpperArm_rx,LeftUpperArm_ry,LeftUpperArm_rz,LeftLowerArm_rw,LeftLowerArm_rx,LeftLowerArm_ry,LeftLowerArm_rz,LeftHand_rw,LeftHand_rx,LeftHand_ry,LeftHand_rz,RightShoulder_rw,RightShoulder_rx,RightShoulder_ry,RightShoulder_rz,RightUpperArm_rw,RightUpperArm_rx,RightUpperArm_ry,RightUpperArm_rz,RightLowerArm_rw,RightLowerArm_rx,RightLowerArm_ry,RightLowerArm_rz,RightHand_rw,RightHand_rx,RightHand_ry,RightHand_rz,LeftUpperLeg_rw,LeftUpperLeg_rx,LeftUpperLeg_ry,LeftUpperLeg_rz,LeftLowerLeg_rw,LeftLowerLeg_rx,LeftLowerLeg_ry,LeftLowerLeg_rz,LeftFoot_rw,LeftFoot_rx,LeftFoot_ry,LeftFoot_rz,LeftToes_rw,LeftToes_rx,LeftToes_ry,LeftToes_rz,RightUpperLeg_rw,RightUpperLeg_rx,RightUpperLeg_ry,RightUpperLeg_rz,RightLowerLeg_rw,RightLowerLeg_rx,RightLowerLeg_ry,RightLowerLeg_rz,RightFoot_rw,RightFoot_rx,RightFoot_ry,RightFoot_rz,RightToes_rw,RightToes_rx,RightToes_ry,RightToes_rz
0.0034600,1.0321900,-0.6580800,0.9993634,0.0276301,-0.0190601,0.0120901,0.9999256,0.0007879,0.0121744,-0.0000902,1.0000000,0.0000000,0.0000000,0.0000000,0.9997014,0.0015691,0.0243857,-0.0001766,0.9971808,-0.0305722,-0.0147511,-0.0669202,0.9972562,-0.0307720,-0.0148134,-0.0656796,0.9939191,-0.0072588,-0.1097642,0.0049123,0.8114710,-0.1384786,0.1669059,0.5426611,0.9796108,-0.0787191,0.1773437,0.0521085,0.9577001,0.1955298,0.1231263,-0.1715185,0.9936607,0.0441911,0.1026658,0.0120520,0.7464949,-0.1197984,0.0982854,-0.6470964,0.9566460,0.0029221,-0.2846979,-0.0613763,0.9718769,-0.0653128,0.0873796,0.2086970,0.9767367,-0.0687234,-0.1491270,-0.1379270,0.9926805,0.1207089,0.0000879,-0.0038356,0.9954491,-0.0700822,-0.0643033,0.0058946,0.9997892,0.0056414,-0.0197414,-0.0001065,0.9841179,-0.1128149,0.1360383,-0.0166842,0.9679766,0.2508220,0.0000179,-0.0104713,0.9807244,-0.1503382,0.1141515,0.0504735,0.9999961,0.0027857,-0.0000047,0.0000017
0.0028000,1.0318700,-0.6576800,0.9995431,0.0272601,-0.0048900,0.0121100,0.9999330,0.0009451,0.0114698,-0.0012366,1.0000000,0.0000000,0.0000000,0.0000000,0.9997313,0.0018918,0.0229718,-0.0024805,0.9972281,-0.0281145,-0.0172152,-0.0667038,0.9973919,-0.0285313,-0.0158901,-0.0643658,0.9935598,-0.0015037,-0.1130522,0.0074742,0.8055710,-0.1462153,0.1424597,0.5562209,0.9854596,-0.0748538,0.1470444,0.0405508,0.9555904,0.2235071,0.0627253,-0.1815411,0.9936895,0.0439552,0.1025621,0.0114028,0.7471991,-0.1172376,0.0896131,-0.6480111,0.9558018,0.0144450,-0.2868120,-0.0630340,0.9765463,-0.0552950,0.0777061,0.1930323,0.9765631,-0.0647649,-0.1520266,-0.1379055,0.9924840,0.1223162,0.0000862,-0.0037649,0.9952273,-0.0703638,-0.0674186,0.0051216,0.9997844,0.0056792,-0.0199754,-0.0001137,0.9856476,-0.1143464,0.1229681,-0.0173951,0.9675401,0.2525171,0.0000168,-0.0100684,0.9810144,-0.1499560,0.1135369,0.0472591,0.9999960,0.0028370,-0.0000011,0.0000006
0.0016800,1.0323300,-0.6570600,0.9995821,0.0261801,0.0044200,0.0114300,0.9999384,0.0014646,0.0108260,-0.0019867,1.0000000,0.0000000,0.0000000,0.0000000,0.9997528,0.0029202,0.0216773,-0.0039914,0.9973927,-0.0267900,-0.0183411,-0.0644508,0.9974808,-0.0279096,-0.0171594,-0.0629182,0.9932054,0.0023393,-0.1158903,0.0103485,0.8004362,-0.1483341,0.1156999,0.5691331,0.9894909,-0.0599440,0.1267079,0.0354926,0.9523609,0.2365943,0.0448515,-0.1871370,0.9934982,0.0445926,0.1039904,0.0126067,0.7476156,-0.1170417,0.0867450,-0.6479564,0.9535839,0.0236800,-0.2928756,-0.0658852,0.9790335,-0.0489013,0.0709565,0.1845734,0.9772682,-0.0574183,-0.1517929,-0.1364146,0.9931317,0.1169515,0.0000785,-0.0034403,0.9951897,-0.0701483,-0.0681393,0.0058020,0.9997877,0.0056294,-0.0198165,-0.0001075,0.9873703,-0.1132076,0.1094927,-0.0171834,0.9680318,0.2506136,0.0000081,-0.0103649,0.9809979,-0.1477587,0.1165822,0.0471065,0.9999960,0.0028302,-0.0000007,-0.0000037
0.0008900,1.0342900,-0.6566200,0.9993885,0.0268000,0.0170400,0.0146300,0.9999487,0.0019373,0.0089416,-0.0043381,1.0000000,0.0000000,0.0000000,0.0000000,0.9997945,0.0038743,0.0179013,-0.0086943,0.9972301,-0.0275913,-0.0213494,-0.0656888,0.9975694,-0.0288043,-0.0177849,-0.0609041,0.9924036,0.0045176,-0.1226349,0.0086800,0.7966720,-0.1333960,0.0890774,0.5827388,0.9941102,-0.0340999,0.0988409,0.0285063,0.9446055,0.2593638,0.0408536,-0.1969310,0.9936634,0.0439590,0.1030023,0.0095536,0.7484125,-0.1186999,0.0838040,-0.6471213,0.9504812,0.0338823,-0.3010831,-0.0691843,0.9805857,-0.0471595,0.0608330,0.1803527,0.9782026,-0.0329600,-0.1512669,-0.1383895,0.9966225,0.0820806,0.0000568,-0.0025327,0.9964492,-0.0539029,-0.0639935,0.0093971,0.9998602,0.0167239,0.0000031,0.0000059,0.9891921,-0.1098709,0.0945390,-0.0221290,0.9704466,0.2411334,0.0000380,-0.0093830,0.9818634,-0.1411560,0.1176198,0.0467424,0.9999961,0.0028201,-0.0000021,0.0000048
-0.0002800,1.0372200,-0.6561400,0.9990041,0.0292601,0.0284901,0.0179701,0.9999527,0.0016776,0.0067897,-0.0067664,1.0000000,0.0000000,0.0000000,0.0000000,0.9998099,0.0033657,0.0136098,-0.0135508,0.9972625,-0.0302406,-0.0199433,-0.0644620,0.9976510,-0.0300463,-0.0157648,-0.0595069,0.9917304,0.0073176,-0.1279408,0.0069627,0.7935119,-0.1021964,0.0707780,0.5957226,0.9956633,-0.0126039,0.0884729,0.0258525,0.9368520,0.2749630,0.0399254,-0.2123904,0.9937953,0.0417688,0.1027455,0.0083399,0.7502492,-0.1206049,0.0823881,-0.6448200,0.9462178,0.0372511,-0.3125711,-0.0747228,0.9797478,-0.0473480,0.0466333,0.1888858,0.9793615,-0.0080843,-0.1405859,-0.1449877,0.9980685,0.0621062,0.0000478,-0.0014201,0.9963958,-0.0380125,-0.0757802,0.0028189,0.9997379,0.0061683,-0.0220466,-0.0001357,0.9904795,-0.1050564,0.0847251,-0.0271157,0.9741234,0.2259039,0.0000300,-0.0071531,0.9835758,-0.1326620,0.1142965,0.0437711,0.9999959,0.0028578,0.0000040,-0.0000039
-0.0019300,1.0406700,-0.6555800,0.9986780,0.0301099,0.0362199,0.0205900,0.9999428,0.0024387,0.0053702,-0.0089235,1.0000000,0.0000000,0.0000000,0.0000000,0.9997708,0.0048891,0.0107547,-0.0178539,0.9975052,-0.0298503,-0.0156003,-0.0620394,0.9977524,-0.0315807,-0.0129865,-0.0576569,0.9910607,0.0097107,-0.1329795,0.0045535,0.7889240,-0.0671571,0.0520780,0.6085859,0.9960293,0.0088947,0.0838903,0.0284417,0.9306377,0.2829994,0.0435973,-0.2278685,0.9935130,0.0439734,0.1043937,0.0100069,0.7514790,-0.1258849,0.0830892,-0.6422839,0.9392520,0.0451371,-0.3301291,-0.0823592,0.9770916,-0.0514775,0.0318030,0.2040361,0.9794638,-0.0123129,-0.1338261,-0.1502990,0.9966090,0.0822727,0.0000570,-0.0013567,0.9963731,-0.0183687,-0.0828562,-0.0061781,0.9996681,0.0072251,-0.0247275,-0.0001749,0.9920981,-0.0973739,0.0728302,-0.0309106,0.9781513,0.2078001,-0.0000128,-0.0062668,0.9846285,-0.1213631,0.1176958,0.0438801,0.9999959,0.0028421,-0.0000047,-0.0000007
-0.0027200,1.0432800,-0.6549400,0.9986058,0.0278599,0.0383798,0.0231799,0.9999284,0.0043659,0.0048487,-0.0100393,1.0000000,0.0000000,0.0000000,0.0000000,0.9997122,0.0087671,0.0097048,-0.0201128,0.9977629,-0.0286970,-0.0115664,-0.0592611,0.9977819,-0.0326448,-0.0108712,-0.0569865,0.9909911,0.0115945,-0.1334016,0.0025102,0.7845379,-0.0427638,0.0366914,0.6175156,0.9957079,0.0169010,0.0852687,0.0317722,0.9274769,0.2888170,0.0477741,-0.2325704,0.9929470,0.0460865,0.1087182,0.0106085,0.7537535,-0.1311659,0.0807906,-0.6388459,0.9332493,0.0514357,-0.3446790,-0.0871579,0.9759148,-0.0534561,0.0186767,0.2106748,0.9779497,-0.0055938,-0.1426660,-0.1524124,0.9974166,0.0718101,0.0000515,-0.0018375,0.9968281,-0.0121510,-0.0780432,0.0097645,0.9997324,0.0064889,-0.0222041,-0.0001410,0.9932175,-0.0879965,0.0679593,-0.0340181,0.9810188,0.1938398,-0.0000451,-0.0053175,0.9852874,-0.1136853,0.1197757,0.0440238,0.9999959,0.0028421,-0.0000064,-0.0000015
-0.0040000,1.0453600,-0.6549600,0.9984823,0.0289201,0.0396001,0.0250701,0.9999217,0.0051905,0.0037779,-0.0107476,1.0000000,0.0000000,0.0000000,0.0000000,0.9996853,0.0103985,0.0075643,-0.0215390,0.9977004,-0.0314266,-0.0090806,-0.0593615,0.9977448,-0.0332247,-0.0071051,-0.0578882,0.9905874,0.0065825,-0.1367236,-0.0001132,0.7783088,-0.0147422,0.0145931,0.6275390,0.9951344,0.0211619,0.0890809,0.0363912,0.9209995,0.3020699,0.0573879,-0.2392075,0.9928063,0.0428390,0.1114887,0.0084157,0.7579411,-0.1391254,0.0770833,-0.6326355,0.9252091,0.0561947,-0.3626582,-0.0964849,0.9740726,-0.0530255,-0.0055337,0.2198643,0.9775203,0.0103466,-0.1470972,-0.1506967,0.9993708,0.0354596,0.0000274,-0.0008505,0.9960923,0.0050576,-0.0847800,0.0242267,0.9997944,0.0057413,-0.0194469,-0.0001162,0.9939121,-0.0825622,0.0633731,-0.0361408,0.9835705,0.1804605,-0.0000546,-0.0048014,0.9858885,-0.1059833,0.1222384,0.0430011,0.9999959,0.0028480,0.0000032,0.0000062
-0.0053800,1.0461100,-0.6550400,0.9986098,0.0294800,0.0343100,0.0270600,0.9999136,0.0056322,0.0033389,-0.0114082,1.0000000,0.0000000,0.0000000,0.0000000,0.9996526,0.0112746,0.0067061,-0.0228600,0.9976316,-0.0322127,-0.0024649,-0.0607247,0.9976818,-0.0331720,-0.0017042,-0.0593953,0.9905828,0.0031992,-0.1368627,-0.0020187,0.7728380,0.0009298,-0.0053740,0.6345800,0.9943371,0.0372281,0.0917888,0.0385039,0.9135210,0.3134071,0.0679522,-0.2502757,0.9922385,0.0411936,0.1171783,0.0059174,0.7619566,-0.1484443,0.0751745,-0.6258877,0.9164181,0.0622138,-0.3815486,-0.1035765,0.9714620,-0.0527658,-0.0340084,0.2287373,0.9787393,0.0230507,-0.1376842,-0.1502700,0.9999706,0.0076793,0.0000034,-0.0001322,0.9947014,0.0185175,-0.0955771,0.0330338,0.9998289,0.0053386,-0.0177128,-0.0000964,0.9937754,-0.0797317,0.0682414,-0.0373682,0.9846287,0.1746152,-0.0000697,-0.0039734,0.9864311,-0.1025305,0.1220122,0.0394248,0.9999959,0.0028799,0.0000011,-0.0000086
-0.0071700,1.0461900,-0.6548100,0.9989108,0.0277200,0.0260400,0.0270300,0.9999117,0.0065457,0.0027067,-0.0112440,1.0000000,0.0000000,0.0000000,0.0000000,0.9996458,0.0131003,0.0054375,-0.0225212,0.9976954,-0.0303716,0.0038950,-0.0605500,0.9976098,-0.0322957,0.0050117,-0.0608812,0.9903608,0.0013586,-0.1384920,-0.0018960,0.7698189,0.0131449,-0.0159671,0.6379272,0.9937227,0.0485798,0.0928185,0.0392422,0.9086693,0.3154995,0.0782335,-0.2620302,0.9919934,0.0404540,0.1193995,0.0075133,0.7642611,-0.1558503,0.0758523,-0.6211780,0.9069428,0.0643684,-0.4023537,-0.1068785,0.9710317,-0.0461259,-0.0590913,0.2268881,0.9793643,0.0185934,-0.1337590,-0.1503606,0.9998785,0.0155822,0.0000159,-0.0003498,0.9949741,0.0150337,-0.0922600,0.0358989,0.9998394,0.0052126,-0.0171454,-0.0000818,0.9937240,-0.0772611,0.0724271,-0.0360238,0.9847178,0.1741209,-0.0000700,-0.0035768,0.9861715,-0.1022188,0.1247625,0.0380992,0.9999959,0.0028768,0.0000001,0.0000020
-0.0091900,1.0460900,-0.6546900,0.9991193,0.0254500,0.0198500,0.0268100,0.9999008,0.0075553,0.0019930,-0.0117179,1.0000000,0.0000000,0.0000000,0.0000000,0.9996016,0.0151412,0.0039871,-0.0234873,0.9976164,-0.0293744,0.0082508,-0.0618933,0.9975975,-0.0315447,0.0094994,-0.0609424,0.9902328,-0.0008598,-0.1394091,-0.0018556,0.7687838,0.0202389,-0.0201708,0.6388702,0.9933770,0.0498430,0.0952606,0.0405368,0.9049910,0.3169138,0.0862781,-0.2703942,0.9920137,0.0388568,0.1196794,0.0087088,0.7661106,-0.1601374,0.0758177,-0.6178043,0.8963524,0.0670986,-0.4231802,-0.1138808,0.9687506,-0.0422392,-0.0628155,0.2362043,0.9806951,0.0125248,-0.1244902,-0.1502744,0.9995226,0.0308911,0.0000241,-0.0005978,0.9950745,0.0058228,-0.0928526,0.0342242,0.9998365,0.0052363,-0.0173083,-0.0000935,0.9939453,-0.0757715,0.0718110,-0.0342726,0.9844034,0.1758845,-0.0000644,-0.0038211,0.9855343,-0.1027983,0.1296551,0.0366643,0.9999959,0.0028835,-0.0000029,-0.0000018
-0.0091900,1.0460900,-0.6546900,0.9991193,0.0254500,0.0198500,0.0268100,0.9999008,0.0075553,0.0019930,-0.0117179,1.0000000,0.0000000,0.0000000,0.0000000,0.9996016,0.0151412,0.0039871,-0.0234873,0.9976164,-0.0293744,0.0082508,-0.0618933,0.9975975,-0.0315447,0.0094994,-0.0609424,0.9902328,-0.0008598,-0.1394091,-0.0018556,0.7687838,0.0202389,-0.0201708,0.6388702,0.9933770,0.0498430,0.0952606,0.0405368,0.9049910,0.3169138,0.0862781,-0.2703942,0.9920137,0.0388568,0.1196794,0.0087088,0.7661106,-0.1601374,0.0758177,-0.6178043,0.8963524,0.0670986,-0.4231802,-0.1138808,0.9687506,-0.0422392,-0.0628155,0.2362043,0.9806951,0.0125248,-0.1244902,-0.1502744,0.9995226,0.0308911,0.0000241,-0.0005978,0.9950745,0.0058228,-0.0928526,0.0342242,0.9998365,0.0052363,-0.0173083,-0.0000935,0.9939453,-0.0757715,0.0718110,-0.0342726,0.9844034,0.1758845,-0.0000644,-0.0038211,0.9855343,-0.1027983,0.1296551,0.0366643,0.9999959,0.0028835,-0.0000029,-0.0000018
-0.0115100,1.0456600,-0.6548300,0.9992544,0.0236301,0.0147401,0.0267401,0.9998881,0.0082676,0.0009675,-0.0124270,1.0000000,0.0000000,0.0000000,0.0000000,0.9995510,0.0165780,0.0019448,-0.0248846,0.9975623,-0.0292309,0.0119216,-0.0622326,0.9975750,-0.0308635,0.0138176,-0.0608334,0.9899319,-0.0032091,-0.1415075,-0.0004699,0.7681894,0.0232946,-0.0232347,0.6393768,0.9928933,0.0507245,0.0990650,0.0421423,0.9025065,0.3162544,0.0948246,-0.2765387,0.9919201,0.0382502,0.1205798,0.0095943,0.7694889,-0.1645645,0.0707076,-0.6130300,0.8894274,0.0644187,-0.4366647,-0.1187146,0.9667197,-0.0340281,-0.0709950,0.2434234,0.9818558,0.0095815,-0.1155852,-0.1500253,0.9992018,0.0399430,0.0000357,-0.0006538,0.9950037,-0.0021957,-0.0935642,0.0347651,0.9998410,0.0051403,-0.0170742,-0.0000845,0.9941065,-0.0747290,0.0715492,-0.0323822,0.9841201,0.1774532,-0.0000576,-0.0042585,0.9851001,-0.1032375,0.1331211,0.0346209,0.9999959,0.0028756,0.0000067,-0.0000010
-0.0159000,1.0444400,-0.6559100,0.9993314,0.0228700,0.0094400,0.0269200,0.9998546,0.0089391,0.0004791,-0.0145120,1.0000000,0.0000000,0.0000000,0.0000000,0.9994165,0.0178967,0.0009757,-0.0290743,0.9974796,-0.0286682,0.0163015,-0.0628242,0.9976755,-0.0301522,0.0171019,-0.0586690,0.9892417,-0.0067588,-0.1461179,0.0021852,0.7683842,0.0194426,-0.0258249,0.6391721,0.9921480,0.0538958,0.1027939,0.0465942,0.8991385,0.3157834,0.1096255,-0.2825123,0.9925246,0.0336594,0.1167205,0.0117610,0.7745495,-0.1699915,0.0631504,-0.6059603,0.8819750,0.0602142,-0.4517928,-0.1199070,0.9654585,-0.0284037,-0.0746213,0.2480218,0.9825284,0.0074127,-0.1105258,-0.1495562,0.9990330,0.0439600,0.0000333,-0.0007264,0.9955052,-0.0104634,-0.0862740,0.0376414,0.9998555,0.0049333,-0.0162686,-0.0000803,0.9934021,-0.0755433,0.0814368,-0.0285232,0.9834324,0.1812421,-0.0000659,-0.0034826,0.9860367,-0.1091694,0.1212545,0.0333337,0.9999960,0.0028417,0.0000025,0.0000006
-0.0208700,1.0428900,-0.6573500,0.9993761,0.0222299,0.0019000,0.0273799,0.9998216,0.0095526,0.0011582,-0.0162523,1.0000000,0.0000000,0.0000000,0.0000000,0.9992843,0.0191292,0.0023086,-0.0325534,0.9975622,-0.0285786,0.0209423,-0.0601196,0.9977579,-0.0297658,0.0194731,-0.0566917,0.9888468,-0.0098637,-0.1484666,0.0065208,0.7681440,0.0158694,-0.0288103,0.6394317,0.9908703,0.0543260,0.1121675,0.0514122,0.8959104,0.3175427,0.1256160,-0.2841337,0.9925906,0.0322995,0.1165297,0.0118979,0.7784241,-0.1785491,0.0543329,-0.5993531,0.8793498,0.0474436,-0.4578810,-0.1218117,0.9657304,-0.0149806,-0.0872564,0.2439808,0.9827901,0.0198928,-0.1075247,-0.1488838,0.9998481,0.0174259,0.0000082,-0.0002014,0.9958072,-0.0099017,-0.0755695,0.0505898,0.9998979,0.0043461,-0.0136152,-0.0000594,0.9919251,-0.0784969,0.0965852,-0.0243784,0.9820316,0.1886877,-0.0000440,-0.0033052,0.9867412,-0.1128908,0.1127694,0.0296755,0.9999959,0.0028556,0.0000046,0.0000023
-0.0263000,1.0412700,-0.6584100,0.9994290,0.0200600,-0.0045900,0.0268000,0.9998070,0.0104179,0.0016483,-0.0165747,1.0000000,0.0000000,0.0000000,0.0000000,0.9992248,0.0208709,0.0032816,-0.0332180,0.9976956,-0.0283489,0.0230009,-0.0571915,0.9977071,-0.0300241,0.0218654,-0.0565784,0.9885008,-0.0112146,-0.1504844,0.0097362,0.7681581,0.0127366,-0.0282436,0.6395102,0.9887429,0.0487156,0.1302531,0.0552121,0.8981754,0.3147053,0.1354286,-0.2755009,0.9930323,0.0306406,0.1129476,0.0138111,0.7834453,-0.1916983,0.0405706,-0.5897621,0.8770615,0.0452316,-0.4622172,-0.1227708,0.9644035,-0.0118443,-0.0911544,0.2479446,0.9819388,0.0277401,-0.1151199,-0.1475609,0.9999998,0.0007238,0.0000006,-0.0000082,0.9965467,-0.0113160,-0.0547382,0.0614043,0.9999268,0.0039577,-0.0114331,-0.0000387,0.9906552,-0.0799579,0.1088841,-0.0187955,0.9805425,0.1962795,-0.0000194,-0.0032798,0.9870157,-0.1180158,0.1060736,0.0249134,0.9999959,0.0028774,0.0000003,-0.0000006
-0.0315000,1.0402600,-0.6593600,0.9994240,0.0182901,-0.0083200,0.0273501,0.9997710,0.0114624,0.0029301,-0.0178327,1.0000000,0.0000000,0.0000000,0.0000000,0.9990802,0.0229558,0.0058611,-0.0357427,0.9975798,-0.0285882,0.0247217,-0.0583630,0.9977267,-0.0305203,0.0219382,-0.0559335,0.9889172,-0.0147537,-0.1476673,0.0044145,0.7646669,0.0092254,-0.0309735,0.6436148,0.9872664,0.0465404,0.1399145,0.0596928,0.8983406,0.3152656,0.1423221,-0.2708067,0.9934978,0.0281034,0.1095388,0.0131724,0.7858132,-0.2035254,0.0316698,-0.5831570,0.8750370,0.0464930,-0.4655989,-0.1239611,0.9631938,-0.0117183,-0.0941111,0.2515226,0.9813529,0.0275325,-0.1210077,-0.1467841,0.9999998,0.0007315,0.0000006,-0.0000089,0.9966696,-0.0157243,-0.0430936,0.0674199,0.9999420,0.0037578,-0.0100935,-0.0000424,0.9899947,-0.0809126,0.1145676,-0.0154253,0.9795520,0.2011653,-0.0000176,-0.0032298,0.9871363,-0.1197585,0.1034422,0.0227935,0.9999959,0.0028635,-0.0000013,-0.0000042
-0.0395300,1.0399100,-0.6598800,0.9994869,0.0148700,-0.0113700,0.0259899,0.9997470,0.0127598,0.0040387,-0.0180773,1.0000000,0.0000000,0.0000000,0.0000000,0.9989846,0.0255512,0.0080954,-0.0362139,0.9977373,-0.0278263,0.0248780,-0.0559203,0.9977484,-0.0302150,0.0224038,-0.0555265,0.9885394,-0.0166424,-0.1497895,0.0087141,0.7658338,0.0060794,-0.0281601,0.6423929,0.9852217,0.0449976,0.1512218,0.0666732,0.9016476,0.3073623,0.1525806,-0.2632096,0.9940795,0.0252823,0.1045142,0.0156062,0.7876256,-0.2188945,0.0189215,-0.5756502,0.8722567,0.0456304,-0.4700623,-0.1269941,0.9618353,-0.0113862,-0.0981698,0.2551585,0.9812391,0.0302684,-0.1251155,-0.1435268,0.9999998,0.0006753,-0.0000021,-0.0000078,0.9961832,-0.0222221,-0.0303891,0.0787515,0.9999637,0.0034875,-0.0077731,-0.0000320,0.9899563,-0.0794498,0.1165901,-0.0089986,0.9789910,0.2038814,-0.0000114,-0.0030096,0.9871548,-0.1200096,0.1035988,0.0197596,0.9999960,0.0028414,0.0000007,-0.0000021
-0.0479900,1.0407000,-0.6598100,0.9995509,0.0118200,-0.0135600,0.0239700,0.9997450,0.0135305,0.0048987,-0.0174027,1.0000000,0.0000000,0.0000000,0.0000000,0.9989759,0.0270999,0.0098129,-0.0348765,0.9977952,-0.0286714,0.0254441,-0.0541780,0.9977254,-0.0299965,0.0236078,-0.0555603,0.9882550,-0.0180471,-0.1512382,0.0123845,0.7675514,0.0018627,-0.0244497,0.6405183,0.9829119,0.0441571,0.1623252,0.0747327,0.9058133,0.2974593,0.1613834,-0.2549032,0.9943409,0.0238125,0.1024931,0.0146406,0.7884484,-0.2332389,0.0016646,-0.5691625,0.8686347,0.0443889,-0.4765248,-0.1281698,0.9594975,-0.0073078,-0.1015593,0.2626726,0.9819093,0.0337315,-0.1221944,-0.1406586,0.9999998,0.0007249,0.0000034,-0.0000071,0.9952229,-0.0240196,-0.0161356,0.0932427,0.9999816,0.0032787,-0.0051136,-0.0000180,0.9900876,-0.0750145,0.1187235,-0.0020500,0.9797215,0.2003465,-0.0000132,-0.0026459,0.9876201,-0.1173336,0.1029136,0.0157515,0.9999960,0.0028276,-0.0000004,-0.0000037
-0.0479900,1.0407000,-0.6598100,0.9995509,0.0118200,-0.0135600,0.0239700,0.9997450,0.0135305,0.0048987,-0.0174027,1.0000000,0.0000000,0.0000000,0.0000000,0.9989759,0.0270999,0.0098129,-0.0348765,0.9977952,-0.0286714,0.0254441,-0.0541780,0.9977254,-0.0299965,0.0236078,-0.0555603,0.9882550,-0.0180471,-0.1512382,0.0123845,0.7675514,0.0018627,-0.0244497,0.6405183,0.9829119,0.0441571,0.1623252,0.0747327,0.9058133,0.2974593,0.1613834,-0.2549032,0.9943409,0.0238125,0.1024931,0.0146406,0.7884484,-0.2332389,0.0016646,-0.5691625,0.8686347,0.0443889,-0.4765248,-0.1281698,0.9594975,-0.0073078,-0.1015593,0.2626726,0.9819093,0.0337315,-0.1221944,-0.1406586,0.9999998,0.0007249,0.0000034,-0.0000071,0.9952229,-0.0240196,-0.0161356,0.0932427,0.9999816,0.0032787,-0.0051136,-0.0000180,0.9900876,-0.0750145,0.1187235,-0.0020500,0.9797215,0.2003465,-0.0000132,-0.0026459,0.9876201,-0.1173336,0.1029136,0.0157515,0.9999960,0.0028276,-0.0000004,-0.0000037
-0.0573000,1.0422700,-0.6596600,0.9995523,0.0108600,-0.0154000,0.0232401,0.9997513,0.0132682,0.0060070,-0.0168909,1.0000000,0.0000000,0.0000000,0.0000000,0.9990020,0.0265825,0.0120398,-0.0338140,0.9977195,-0.0294438,0.0272008,-0.0543044,0.9977405,-0.0286888,0.0250407,-0.0553518,0.9882151,-0.0197815,-0.1512867,0.0123231,0.7685707,-0.0035754,-0.0213749,0.6393978,0.9801808,0.0425932,0.1746269,0.0832885,0.9062791,0.2989350,0.1688761,-0.2465296,0.9948611,0.0197535,0.0985002,0.0126058,0.7887270,-0.2442941,-0.0129715,-0.5639698,0.8656290,0.0392026,-0.4829431,-0.1261573,0.9574440,-0.0056577,-0.1063289,0.2682594,0.9830233,0.0302966,-0.1176268,-0.1375186,0.9999537,0.0096174,0.0000075,-0.0000699,0.9949483,-0.0202583,-0.0083513,0.0979690,0.9999983,-0.0006419,-0.0017355,0.0000080,0.9899797,-0.0700282,0.1225672,0.0036621,0.9814235,0.1918442,-0.0000419,-0.0019440,0.9885910,-0.1120215,0.1001212,0.0107209,0.9999960,0.0028346,0.0000013,-0.0000007
-0.0686800,1.0443600,-0.6591000,0.9996927,0.0100900,-0.0124700,0.0189001,0.9997835,0.0127061,0.0059138,-0.0153784,1.0000000,0.0000000,0.0000000,0.0000000,0.9991316,0.0254318,0.0118585,-0.0308035,0.9979686,-0.0271870,0.0261001,-0.0513660,0.9978372,-0.0259368,0.0263899,-0.0543314,0.9874330,-0.0189026,-0.1560022,0.0167967,0.7719571,-0.0067835,-0.0161509,0.6354333,0.9768612,0.0397057,0.1873261,0.0952611,0.9032778,0.3060839,0.1769770,-0.2430658,0.9954218,0.0171176,0.0933390,0.0114093,0.7905607,-0.2533345,-0.0288280,-0.5567803,0.8626907,0.0320811,-0.4885927,-0.1265410,0.9557983,-0.0094412,-0.1107715,0.2721954,0.9839104,0.0197859,-0.1226545,-0.1283933,0.9993743,0.0353681,0.0000288,-0.0003278,0.9948872,-0.0274185,-0.0065419,0.0969788,0.9999102,-0.0132848,-0.0017619,0.0000197,0.9904998,-0.0645814,0.1206459,0.0135619,0.9836130,0.1802862,-0.0000657,-0.0015417,0.9896485,-0.1046896,0.0980130,0.0054231,0.9999961,0.0028208,0.0000011,-0.0000026
